,path,source,source_id,target,target_id,is_test
5396,n02128757/ILSVRC2012_val_00046555.JPEG,snow leopard,289,cheetah,293,False
5468,n02129165/ILSVRC2012_val_00015547.JPEG,lion,291,cheetah,293,False
5417,n02128925/ILSVRC2012_val_00019365.JPEG,jaguar,290,cheetah,293,False
10110,n03720891/ILSVRC2012_val_00012522.JPEG,maraca,641,chime,494,False
9749,n03447721/ILSVRC2012_val_00049947.JPEG,gong,577,chime,494,False
10197,n03721384/ILSVRC2012_val_00048100.JPEG,marimba,642,chime,494,False
9187,n03249569/ILSVRC2012_val_00030646.JPEG,drum,541,chime,494,False
6903,n02480495/ILSVRC2012_val_00004003.JPEG,orangutan,365,chimpanzee,367,False
6935,n02480495/ILSVRC2012_val_00033650.JPEG,orangutan,365,chimpanzee,367,False
6998,n02480855/ILSVRC2012_val_00047603.JPEG,gorilla,366,chimpanzee,367,False
6984,n02480855/ILSVRC2012_val_00032655.JPEG,gorilla,366,chimpanzee,367,False
4129,n02099601/ILSVRC2012_val_00028411.JPEG,golden retriever,207,cocker spaniel,219,False
4123,n02099601/ILSVRC2012_val_00021654.JPEG,golden retriever,207,cocker spaniel,219,False
4236,n02102040/ILSVRC2012_val_00035723.JPEG,English springer,217,cocker spaniel,219,False
4141,n02099601/ILSVRC2012_val_00034584.JPEG,golden retriever,207,cocker spaniel,219,False
8723,n03063689/ILSVRC2012_val_00029784.JPEG,coffeepot,505,cocktail shaker,503,False
8185,n02823428/ILSVRC2012_val_00036083.JPEG,beer bottle,440,cocktail shaker,503,False
10247,n03733805/ILSVRC2012_val_00045615.JPEG,measuring cup,647,cocktail shaker,503,False
8167,n02823428/ILSVRC2012_val_00013807.JPEG,beer bottle,440,cocktail shaker,503,False
12296,n04591713/ILSVRC2012_val_00048539.JPEG,wine bottle,907,coffee mug,504,False
10229,n03733805/ILSVRC2012_val_00032857.JPEG,measuring cup,647,coffee mug,504,False
10205,n03733805/ILSVRC2012_val_00005136.JPEG,measuring cup,647,coffee mug,504,False
12213,n04560804/ILSVRC2012_val_00012572.JPEG,water jug,899,coffee mug,504,False
12191,n04557648/ILSVRC2012_val_00040553.JPEG,water bottle,898,coffeepot,505,False
10209,n03733805/ILSVRC2012_val_00008852.JPEG,measuring cup,647,coffeepot,505,False
11603,n04398044/ILSVRC2012_val_00006001.JPEG,teapot,849,coffeepot,505,False
10203,n03733805/ILSVRC2012_val_00003216.JPEG,measuring cup,647,coffeepot,505,False
4502,n02108089/ILSVRC2012_val_00004449.JPEG,boxer,242,collie,231,False
4523,n02108089/ILSVRC2012_val_00020841.JPEG,boxer,242,collie,231,False
4565,n02108915/ILSVRC2012_val_00014115.JPEG,French bulldog,245,collie,231,False
4632,n02109961/ILSVRC2012_val_00029313.JPEG,Eskimo dog,248,collie,231,False
810,n01632777/ILSVRC2012_val_00009946.JPEG,axolotl,29,common newt,26,False
766,n01632458/ILSVRC2012_val_00017012.JPEG,spotted salamander,28,common newt,26,False
760,n01632458/ILSVRC2012_val_00011657.JPEG,spotted salamander,28,common newt,26,False
899,n01641577/ILSVRC2012_val_00049637.JPEG,bullfrog,30,common newt,26,False
9829,n03492542/ILSVRC2012_val_00025010.JPEG,hard disc,592,computer keyboard,508,False
8506,n02992529/ILSVRC2012_val_00005705.JPEG,cellular telephone,487,computer keyboard,508,False
9990,n03642806/ILSVRC2012_val_00038104.JPEG,laptop,620,computer keyboard,508,False
9859,n03584254/ILSVRC2012_val_00009609.JPEG,iPod,605,computer keyboard,508,False
8277,n02930766/ILSVRC2012_val_00026694.JPEG,cab,468,convertible,511,False
7775,n02701002/ILSVRC2012_val_00024948.JPEG,ambulance,407,convertible,511,False
8264,n02930766/ILSVRC2012_val_00017822.JPEG,cab,468,convertible,511,False
7770,n02701002/ILSVRC2012_val_00020826.JPEG,ambulance,407,convertible,511,False
13647,n13054560/ILSVRC2012_val_00048790.JPEG,bolete,997,coral fungus,991,False
13445,n13037406/ILSVRC2012_val_00044596.JPEG,gyromitra,993,coral fungus,991,False
13620,n13054560/ILSVRC2012_val_00022839.JPEG,bolete,997,coral fungus,991,False
13518,n13044778/ILSVRC2012_val_00022536.JPEG,earthstar,995,coral fungus,991,False
9433,n03372029/ILSVRC2012_val_00028591.JPEG,flute,558,cornet,513,False
10953,n04141076/ILSVRC2012_val_00004761.JPEG,sax,776,cornet,513,False
10496,n03838899/ILSVRC2012_val_00044768.JPEG,oboe,683,cornet,513,False
11916,n04487394/ILSVRC2012_val_00016009.JPEG,trombone,875,cornet,513,False
8094,n02807133/ILSVRC2012_val_00047265.JPEG,bathing cap,433,cowboy hat,515,False
8078,n02807133/ILSVRC2012_val_00030453.JPEG,bathing cap,433,cowboy hat,515,False
8077,n02807133/ILSVRC2012_val_00028550.JPEG,bathing cap,433,cowboy hat,515,False
9472,n03379051/ILSVRC2012_val_00021014.JPEG,football helmet,560,cowboy hat,515,False
5004,n02117135/ILSVRC2012_val_00004940.JPEG,hyena,276,coyote,272,False
4945,n02115641/ILSVRC2012_val_00042731.JPEG,dingo,273,coyote,272,False
4760,n02114548/ILSVRC2012_val_00007379.JPEG,white wolf,270,coyote,272,False
4786,n02114548/ILSVRC2012_val_00031241.JPEG,white wolf,270,coyote,272,False
2312,n01981276/ILSVRC2012_val_00006315.JPEG,king crab,121,crayfish,124,False
2397,n01983481/ILSVRC2012_val_00048277.JPEG,American lobster,122,crayfish,124,False
2459,n01986214/ILSVRC2012_val_00005582.JPEG,hermit crab,125,crayfish,124,False
2197,n01978287/ILSVRC2012_val_00047370.JPEG,Dungeness crab,118,crayfish,124,False
12897,n07730033/ILSVRC2012_val_00047452.JPEG,cardoon,946,cucumber,943,False
12525,n07715103/ILSVRC2012_val_00027343.JPEG,cauliflower,938,cucumber,943,False
12827,n07720875/ILSVRC2012_val_00028969.JPEG,bell pepper,945,cucumber,943,False
12605,n07716906/ILSVRC2012_val_00006238.JPEG,spaghetti squash,940,cucumber,943,False
13138,n07753113/ILSVRC2012_val_00036860.JPEG,fig,952,custard apple,956,False
13313,n07768694/ILSVRC2012_val_00009916.JPEG,pomegranate,957,custard apple,956,False
12962,n07745940/ILSVRC2012_val_00010616.JPEG,strawberry,949,custard apple,956,False
13214,n07753592/ILSVRC2012_val_00015209.JPEG,banana,954,custard apple,956,False
9959,n03642806/ILSVRC2012_val_00007373.JPEG,laptop,620,desktop computer,527,False
9838,n03492542/ILSVRC2012_val_00038096.JPEG,hard disc,592,desktop computer,527,False
9890,n03584254/ILSVRC2012_val_00043698.JPEG,iPod,605,desktop computer,527,False
9853,n03584254/ILSVRC2012_val_00002833.JPEG,iPod,605,desktop computer,527,False
8760,n03085013/ILSVRC2012_val_00008331.JPEG,computer keyboard,508,dial telephone,528,False
8503,n02992529/ILSVRC2012_val_00003469.JPEG,cellular telephone,487,dial telephone,528,False
8373,n02979186/ILSVRC2012_val_00029663.JPEG,cassette player,482,dial telephone,528,False
8514,n02992529/ILSVRC2012_val_00010788.JPEG,cellular telephone,487,dial telephone,528,False
1256,n01742172/ILSVRC2012_val_00008688.JPEG,boa constrictor,61,diamondback,67,False
1234,n01734418/ILSVRC2012_val_00028301.JPEG,king snake,56,diamondback,67,False
1103,n01728572/ILSVRC2012_val_00005132.JPEG,thunder snake,52,diamondback,67,False
1299,n01742172/ILSVRC2012_val_00049515.JPEG,boa constrictor,61,diamondback,67,False
9120,n03197337/ILSVRC2012_val_00019997.JPEG,digital watch,531,digital clock,530,False
9130,n03197337/ILSVRC2012_val_00035128.JPEG,digital watch,531,digital clock,530,False
7950,n02794156/ILSVRC2012_val_00000287.JPEG,barometer,426,digital clock,530,False
10518,n03841143/ILSVRC2012_val_00018900.JPEG,odometer,685,digital clock,530,False
9050,n03196217/ILSVRC2012_val_00003643.JPEG,digital clock,530,digital watch,531,False
10512,n03841143/ILSVRC2012_val_00012858.JPEG,odometer,685,digital watch,531,False
10537,n03841143/ILSVRC2012_val_00034030.JPEG,odometer,685,digital watch,531,False
9096,n03196217/ILSVRC2012_val_00047751.JPEG,digital clock,530,digital watch,531,False
4722,n02114367/ILSVRC2012_val_00018872.JPEG,timber wolf,269,dingo,273,False
4886,n02114855/ILSVRC2012_val_00039736.JPEG,coyote,272,dingo,273,False
4872,n02114855/ILSVRC2012_val_00028916.JPEG,coyote,272,dingo,273,False
5040,n02117135/ILSVRC2012_val_00040615.JPEG,hyena,276,dingo,273,False
11511,n04311174/ILSVRC2012_val_00013300.JPEG,steel drum,822,drum,541,False
9736,n03447721/ILSVRC2012_val_00035044.JPEG,gong,577,drum,541,False
10147,n03720891/ILSVRC2012_val_00049339.JPEG,maraca,641,drum,541,False
11518,n04311174/ILSVRC2012_val_00017904.JPEG,steel drum,822,drum,541,False
3224,n02077923/ILSVRC2012_val_00026339.JPEG,sea lion,150,dugong,149,False
3126,n02071294/ILSVRC2012_val_00026936.JPEG,killer whale,148,dugong,149,False
3134,n02071294/ILSVRC2012_val_00034766.JPEG,killer whale,148,dugong,149,False
3097,n02066245/ILSVRC2012_val_00045222.JPEG,grey whale,147,dugong,149,False
13592,n13052670/ILSVRC2012_val_00039616.JPEG,hen-of-the-woods,996,earthstar,995,False
13438,n13037406/ILSVRC2012_val_00039675.JPEG,gyromitra,993,earthstar,995,False
13354,n12985857/ILSVRC2012_val_00004437.JPEG,coral fungus,991,earthstar,995,False
13583,n13052670/ILSVRC2012_val_00032695.JPEG,hen-of-the-woods,996,earthstar,995,False
7685,n02643566/ILSVRC2012_val_00031194.JPEG,lionfish,396,eel,390,False
7518,n02607072/ILSVRC2012_val_00016825.JPEG,anemone fish,393,eel,390,False
7679,n02643566/ILSVRC2012_val_00026770.JPEG,lionfish,396,eel,390,False
40,n01440764/ILSVRC2012_val_00039905.JPEG,tench,0,eel,390,False
623,n01629819/ILSVRC2012_val_00019630.JPEG,European fire salamander,25,eft,27,False
662,n01630670/ILSVRC2012_val_00007561.JPEG,common newt,26,eft,27,False
605,n01629819/ILSVRC2012_val_00002883.JPEG,European fire salamander,25,eft,27,False
945,n01644373/ILSVRC2012_val_00043369.JPEG,tree frog,31,eft,27,False
12080,n04536866/ILSVRC2012_val_00027540.JPEG,violin,889,electric guitar,546,False
8468,n02992211/ILSVRC2012_val_00019228.JPEG,cello,486,electric guitar,546,False
7930,n02787622/ILSVRC2012_val_00027328.JPEG,banjo,420,electric guitar,546,False
12064,n04536866/ILSVRC2012_val_00012803.JPEG,violin,889,electric guitar,546,False
11495,n04310018/ILSVRC2012_val_00046166.JPEG,steam locomotive,820,electric locomotive,547,False
11482,n04310018/ILSVRC2012_val_00035889.JPEG,steam locomotive,820,electric locomotive,547,False
11472,n04310018/ILSVRC2012_val_00025265.JPEG,steam locomotive,820,electric locomotive,547,False
11484,n04310018/ILSVRC2012_val_00037349.JPEG,steam locomotive,820,electric locomotive,547,False
2415,n01985128/ILSVRC2012_val_00013580.JPEG,crayfish,124,fiddler crab,120,False
2202,n01978455/ILSVRC2012_val_00004113.JPEG,rock crab,119,fiddler crab,120,False
2534,n01990800/ILSVRC2012_val_00036289.JPEG,isopod,126,fiddler crab,120,False
2369,n01983481/ILSVRC2012_val_00020795.JPEG,American lobster,122,fiddler crab,120,False
13210,n07753592/ILSVRC2012_val_00012444.JPEG,banana,954,fig,952,False
13030,n07747607/ILSVRC2012_val_00027520.JPEG,orange,950,fig,952,False
13278,n07760859/ILSVRC2012_val_00025217.JPEG,custard apple,956,fig,952,False
13202,n07753592/ILSVRC2012_val_00002187.JPEG,banana,954,fig,952,False
9562,n03417042/ILSVRC2012_val_00012925.JPEG,garbage truck,569,fire engine,555,False
11742,n04461696/ILSVRC2012_val_00046241.JPEG,tow truck,864,fire engine,555,False
10592,n03930630/ILSVRC2012_val_00041314.JPEG,pickup,717,fire engine,555,False
11032,n04146614/ILSVRC2012_val_00029535.JPEG,school bus,779,fire engine,555,False
10020,n03662601/ILSVRC2012_val_00016970.JPEG,lifeboat,625,fireboat,554,False
10035,n03662601/ILSVRC2012_val_00034459.JPEG,lifeboat,625,fireboat,554,False
8315,n02951358/ILSVRC2012_val_00017912.JPEG,canoe,472,fireboat,554,False
10042,n03662601/ILSVRC2012_val_00042196.JPEG,lifeboat,625,fireboat,554,False
2643,n02006656/ILSVRC2012_val_00042758.JPEG,spoonbill,129,flamingo,130,False
2868,n02037110/ILSVRC2012_val_00014991.JPEG,oystercatcher,143,flamingo,130,False
2615,n02006656/ILSVRC2012_val_00012618.JPEG,spoonbill,129,flamingo,130,False
2853,n02037110/ILSVRC2012_val_00003716.JPEG,oystercatcher,143,flamingo,130,False
8012,n02804610/ILSVRC2012_val_00012025.JPEG,bassoon,432,flute,558,False
9527,n03394916/ILSVRC2012_val_00028399.JPEG,French horn,566,flute,558,False
8049,n02804610/ILSVRC2012_val_00048367.JPEG,bassoon,432,flute,558,False
10993,n04141076/ILSVRC2012_val_00045041.JPEG,sax,776,flute,558,False
8923,n03124170/ILSVRC2012_val_00020143.JPEG,cowboy hat,515,football helmet,560,False
8054,n02807133/ILSVRC2012_val_00005145.JPEG,bathing cap,433,football helmet,560,False
11211,n04209133/ILSVRC2012_val_00011124.JPEG,shower cap,793,football helmet,560,False
11326,n04259630/ILSVRC2012_val_00024333.JPEG,sombrero,808,football helmet,560,False
8,n01440764/ILSVRC2012_val_00009379.JPEG,tench,0,gar,395,False
7690,n02643566/ILSVRC2012_val_00038020.JPEG,lionfish,396,gar,395,False
7465,n02526121/ILSVRC2012_val_00014258.JPEG,eel,390,gar,395,False
79,n01443537/ILSVRC2012_val_00028713.JPEG,goldfish,1,gar,395,False
9387,n03345487/ILSVRC2012_val_00039248.JPEG,fire engine,555,garbage truck,569,False
11000,n04146614/ILSVRC2012_val_00001736.JPEG,school bus,779,garbage truck,569,False
10822,n03977966/ILSVRC2012_val_00020853.JPEG,police van,734,garbage truck,569,False
9360,n03345487/ILSVRC2012_val_00008893.JPEG,fire engine,555,garbage truck,569,False
1799,n01774750/ILSVRC2012_val_00049466.JPEG,tarantula,76,garden spider,74,False
1733,n01774384/ILSVRC2012_val_00033821.JPEG,black widow,75,garden spider,74,False
1751,n01774750/ILSVRC2012_val_00000934.JPEG,tarantula,76,garden spider,74,False
1798,n01774750/ILSVRC2012_val_00048505.JPEG,tarantula,76,garden spider,74,False
6514,n02403003/ILSVRC2012_val_00013190.JPEG,ox,345,gazelle,353,False
6552,n02408429/ILSVRC2012_val_00000552.JPEG,water buffalo,346,gazelle,353,False
6600,n02410509/ILSVRC2012_val_00002433.JPEG,bison,347,gazelle,353,False
6620,n02410509/ILSVRC2012_val_00027460.JPEG,bison,347,gazelle,353,False
5607,n02132136/ILSVRC2012_val_00011447.JPEG,brown bear,294,giant panda,388,False
7387,n02509815/ILSVRC2012_val_00032088.JPEG,lesser panda,387,giant panda,388,False
5617,n02132136/ILSVRC2012_val_00019682.JPEG,brown bear,294,giant panda,388,False
5759,n02134418/ILSVRC2012_val_00013052.JPEG,sloth bear,297,giant panda,388,False
4250,n02102318/ILSVRC2012_val_00000524.JPEG,cocker spaniel,219,golden retriever,207,False
4158,n02100877/ILSVRC2012_val_00008282.JPEG,Irish setter,213,golden retriever,207,False
4230,n02102040/ILSVRC2012_val_00025442.JPEG,English springer,217,golden retriever,207,False
4188,n02100877/ILSVRC2012_val_00035973.JPEG,Irish setter,213,golden retriever,207,False
354,n01534433/ILSVRC2012_val_00003878.JPEG,junco,13,goldfinch,11,False
441,n01537544/ILSVRC2012_val_00041252.JPEG,indigo bunting,14,goldfinch,11,False
408,n01537544/ILSVRC2012_val_00006328.JPEG,indigo bunting,14,goldfinch,11,False
417,n01537544/ILSVRC2012_val_00022076.JPEG,indigo bunting,14,goldfinch,11,False
7559,n02640242/ILSVRC2012_val_00005529.JPEG,sturgeon,394,goldfish,1,False
7647,n02641379/ILSVRC2012_val_00045585.JPEG,gar,395,goldfish,1,False
7509,n02607072/ILSVRC2012_val_00010738.JPEG,anemone fish,393,goldfish,1,False
7638,n02641379/ILSVRC2012_val_00035246.JPEG,gar,395,goldfish,1,False
11689,n04409515/ILSVRC2012_val_00035188.JPEG,tennis ball,852,golf ball,574,False
11260,n04254680/ILSVRC2012_val_00014154.JPEG,soccer ball,805,golf ball,574,False
10915,n04118538/ILSVRC2012_val_00019445.JPEG,rugby ball,768,golf ball,574,False
11665,n04409515/ILSVRC2012_val_00015047.JPEG,tennis ball,852,golf ball,574,False
8308,n02951358/ILSVRC2012_val_00008828.JPEG,canoe,472,gondola,576,False
8334,n02951358/ILSVRC2012_val_00032408.JPEG,canoe,472,gondola,576,False
11354,n04273569/ILSVRC2012_val_00005371.JPEG,speedboat,814,gondola,576,False
9322,n03344393/ILSVRC2012_val_00018158.JPEG,fireboat,554,gondola,576,False
10101,n03720891/ILSVRC2012_val_00001105.JPEG,maraca,641,gong,577,False
10187,n03721384/ILSVRC2012_val_00037810.JPEG,marimba,642,gong,577,False
10183,n03721384/ILSVRC2012_val_00032461.JPEG,marimba,642,gong,577,False
10184,n03721384/ILSVRC2012_val_00033203.JPEG,marimba,642,gong,577,False
2572,n02002724/ILSVRC2012_val_00021252.JPEG,black stork,128,goose,99,False
2576,n02002724/ILSVRC2012_val_00023454.JPEG,black stork,128,goose,99,False
2801,n02018795/ILSVRC2012_val_00001586.JPEG,bustard,138,goose,99,False
2733,n02009229/ILSVRC2012_val_00034942.JPEG,little blue heron,131,goose,99,False
6926,n02480495/ILSVRC2012_val_00023426.JPEG,orangutan,365,gorilla,366,False
6910,n02480495/ILSVRC2012_val_00010576.JPEG,orangutan,365,gorilla,366,False
7000,n02481823/ILSVRC2012_val_00000553.JPEG,chimpanzee,367,gorilla,366,False
6944,n02480495/ILSVRC2012_val_00047222.JPEG,orangutan,365,gorilla,366,False
485,n01608432/ILSVRC2012_val_00033771.JPEG,kite,21,great grey owl,24,False
456,n01608432/ILSVRC2012_val_00001813.JPEG,kite,21,great grey owl,24,False
512,n01614925/ILSVRC2012_val_00014082.JPEG,bald eagle,22,great grey owl,24,False
523,n01614925/ILSVRC2012_val_00027079.JPEG,bald eagle,22,great grey owl,24,False
207,n01494475/ILSVRC2012_val_00011388.JPEG,hammerhead,4,great white shark,2,False
227,n01494475/ILSVRC2012_val_00027113.JPEG,hammerhead,4,great white shark,2,False
185,n01491361/ILSVRC2012_val_00034038.JPEG,tiger shark,3,great white shark,2,False
229,n01494475/ILSVRC2012_val_00027283.JPEG,hammerhead,4,great white shark,2,False
1238,n01734418/ILSVRC2012_val_00031885.JPEG,king snake,56,green mamba,64,False
1196,n01729977/ILSVRC2012_val_00044475.JPEG,green snake,55,green mamba,64,False
1193,n01729977/ILSVRC2012_val_00040094.JPEG,green snake,55,green mamba,64,False
1261,n01742172/ILSVRC2012_val_00011014.JPEG,boa constrictor,61,green mamba,64,False
1215,n01734418/ILSVRC2012_val_00015762.JPEG,king snake,56,green snake,55,False
1541,n01755581/ILSVRC2012_val_00038875.JPEG,diamondback,67,green snake,55,False
1362,n01748264/ILSVRC2012_val_00014598.JPEG,Indian cobra,63,green snake,55,False
1207,n01734418/ILSVRC2012_val_00007120.JPEG,king snake,56,green snake,55,False
4843,n02114712/ILSVRC2012_val_00042834.JPEG,red wolf,271,grey fox,280,False
4725,n02114367/ILSVRC2012_val_00027497.JPEG,timber wolf,269,grey fox,280,False
4829,n02114712/ILSVRC2012_val_00030561.JPEG,red wolf,271,grey fox,280,False
5009,n02117135/ILSVRC2012_val_00009354.JPEG,hyena,276,grey fox,280,False
3204,n02077923/ILSVRC2012_val_00003335.JPEG,sea lion,150,grey whale,147,False
3148,n02071294/ILSVRC2012_val_00048861.JPEG,killer whale,148,grey whale,147,False
3175,n02074367/ILSVRC2012_val_00028337.JPEG,dugong,149,grey whale,147,False
3146,n02071294/ILSVRC2012_val_00047523.JPEG,killer whale,148,grey whale,147,False
6021,n02169497/ILSVRC2012_val_00021794.JPEG,leaf beetle,304,ground beetle,302,False
6098,n02177972/ILSVRC2012_val_00047065.JPEG,weevil,307,ground beetle,302,False
5865,n02165456/ILSVRC2012_val_00018142.JPEG,ladybug,301,ground beetle,302,False
6087,n02177972/ILSVRC2012_val_00036295.JPEG,weevil,307,ground beetle,302,False
7208,n02492035/ILSVRC2012_val_00005934.JPEG,capuchin,378,guenon,370,False
7147,n02486410/ILSVRC2012_val_00046666.JPEG,baboon,372,guenon,370,False
7182,n02487347/ILSVRC2012_val_00032067.JPEG,macaque,373,guenon,370,False
7311,n02494079/ILSVRC2012_val_00013175.JPEG,squirrel monkey,382,guenon,370,False
13515,n13044778/ILSVRC2012_val_00018955.JPEG,earthstar,995,gyromitra,993,False
13521,n13044778/ILSVRC2012_val_00026227.JPEG,earthstar,995,gyromitra,993,False
13552,n13052670/ILSVRC2012_val_00002575.JPEG,hen-of-the-woods,996,gyromitra,993,False
13590,n13052670/ILSVRC2012_val_00038327.JPEG,hen-of-the-woods,996,gyromitra,993,False
10666,n03954731/ILSVRC2012_val_00013179.JPEG,plane,726,hammer,587,False
11155,n04208210/ILSVRC2012_val_00005384.JPEG,shovel,792,hammer,587,False
10773,n03970156/ILSVRC2012_val_00024484.JPEG,plunger,731,hammer,587,False
11140,n04154565/ILSVRC2012_val_00041073.JPEG,screwdriver,784,hammer,587,False
115,n01484850/ILSVRC2012_val_00019435.JPEG,great white shark,2,hammerhead,4,False
174,n01491361/ILSVRC2012_val_00026001.JPEG,tiger shark,3,hammerhead,4,False
101,n01484850/ILSVRC2012_val_00002752.JPEG,great white shark,2,hammerhead,4,False
180,n01491361/ILSVRC2012_val_00030926.JPEG,tiger shark,3,hammerhead,4,False
9008,n03187595/ILSVRC2012_val_00009824.JPEG,dial telephone,528,hard disc,592,False
8500,n02992529/ILSVRC2012_val_00000089.JPEG,cellular telephone,487,hard disc,592,False
9025,n03187595/ILSVRC2012_val_00025136.JPEG,dial telephone,528,hard disc,592,False
9864,n03584254/ILSVRC2012_val_00016384.JPEG,iPod,605,hard disc,592,False
13629,n13054560/ILSVRC2012_val_00033740.JPEG,bolete,997,hen-of-the-woods,996,False
13496,n13040303/ILSVRC2012_val_00046858.JPEG,stinkhorn,994,hen-of-the-woods,996,False
13522,n13044778/ILSVRC2012_val_00026455.JPEG,earthstar,995,hen-of-the-woods,996,False
13365,n12985857/ILSVRC2012_val_00014255.JPEG,coral fungus,991,hen-of-the-woods,996,False
2532,n01990800/ILSVRC2012_val_00034935.JPEG,isopod,126,hermit crab,125,False
2232,n01978455/ILSVRC2012_val_00028096.JPEG,rock crab,119,hermit crab,125,False
2363,n01983481/ILSVRC2012_val_00016493.JPEG,American lobster,122,hermit crab,125,False
2339,n01981276/ILSVRC2012_val_00035711.JPEG,king crab,121,hermit crab,125,False
1175,n01729977/ILSVRC2012_val_00021617.JPEG,green snake,55,horned viper,66,False
1284,n01742172/ILSVRC2012_val_00031749.JPEG,boa constrictor,61,horned viper,66,False
1188,n01729977/ILSVRC2012_val_00033617.JPEG,green snake,55,horned viper,66,False
1124,n01728572/ILSVRC2012_val_00024117.JPEG,thunder snake,52,horned viper,66,False
12395,n07697313/ILSVRC2012_val_00048365.JPEG,cheeseburger,933,hotdog,934,False
12313,n07693725/ILSVRC2012_val_00018060.JPEG,bagel,931,hotdog,934,False
12359,n07697313/ILSVRC2012_val_00012454.JPEG,cheeseburger,933,hotdog,934,False
12317,n07693725/ILSVRC2012_val_00019958.JPEG,bagel,931,hotdog,934,False
414,n01537544/ILSVRC2012_val_00018676.JPEG,indigo bunting,14,house finch,12,False
407,n01537544/ILSVRC2012_val_00005931.JPEG,indigo bunting,14,house finch,12,False
430,n01537544/ILSVRC2012_val_00031512.JPEG,indigo bunting,14,house finch,12,False
266,n01531178/ILSVRC2012_val_00015863.JPEG,goldfinch,11,house finch,12,False
4756,n02114548/ILSVRC2012_val_00002948.JPEG,white wolf,270,hyena,276,False
4702,n02114367/ILSVRC2012_val_00001172.JPEG,timber wolf,269,hyena,276,False
4790,n02114548/ILSVRC2012_val_00040757.JPEG,white wolf,270,hyena,276,False
4941,n02115641/ILSVRC2012_val_00041341.JPEG,dingo,273,hyena,276,False
9024,n03187595/ILSVRC2012_val_00023876.JPEG,dial telephone,528,iPod,605,False
9002,n03187595/ILSVRC2012_val_00003171.JPEG,dial telephone,528,iPod,605,False
8796,n03085013/ILSVRC2012_val_00046306.JPEG,computer keyboard,508,iPod,605,False
8524,n02992529/ILSVRC2012_val_00020233.JPEG,cellular telephone,487,iPod,605,False
6806,n02422699/ILSVRC2012_val_00006973.JPEG,impala,352,ibex,350,False
6533,n02403003/ILSVRC2012_val_00035962.JPEG,ox,345,ibex,350,False
6827,n02422699/ILSVRC2012_val_00027012.JPEG,impala,352,ibex,350,False
6846,n02422699/ILSVRC2012_val_00047823.JPEG,impala,352,ibex,350,False
7443,n02510455/ILSVRC2012_val_00042615.JPEG,giant panda,388,ice bear,296,False
5672,n02133161/ILSVRC2012_val_00024289.JPEG,American black bear,295,ice bear,296,False
7395,n02509815/ILSVRC2012_val_00043604.JPEG,lesser panda,387,ice bear,296,False
5653,n02133161/ILSVRC2012_val_00006350.JPEG,American black bear,295,ice bear,296,False
6728,n02415577/ILSVRC2012_val_00024759.JPEG,bighorn,349,impala,352,False
6576,n02408429/ILSVRC2012_val_00020008.JPEG,water buffalo,346,impala,352,False
6561,n02408429/ILSVRC2012_val_00005913.JPEG,water buffalo,346,impala,352,False
6578,n02408429/ILSVRC2012_val_00021810.JPEG,water buffalo,346,impala,352,False
389,n01534433/ILSVRC2012_val_00032025.JPEG,junco,13,indigo bunting,14,False
278,n01531178/ILSVRC2012_val_00026279.JPEG,goldfinch,11,indigo bunting,14,False
372,n01534433/ILSVRC2012_val_00015216.JPEG,junco,13,indigo bunting,14,False
312,n01532829/ILSVRC2012_val_00009239.JPEG,house finch,12,indigo bunting,14,False
2448,n01985128/ILSVRC2012_val_00049661.JPEG,crayfish,124,isopod,126,False
2242,n01978455/ILSVRC2012_val_00042553.JPEG,rock crab,119,isopod,126,False
2215,n01978455/ILSVRC2012_val_00017137.JPEG,rock crab,119,isopod,126,False
2199,n01978287/ILSVRC2012_val_00048351.JPEG,Dungeness crab,118,isopod,126,False
5586,n02130308/ILSVRC2012_val_00033988.JPEG,cheetah,293,jaguar,290,False
5530,n02129604/ILSVRC2012_val_00032925.JPEG,tiger,292,jaguar,290,False
5326,n02128385/ILSVRC2012_val_00029212.JPEG,leopard,288,jaguar,290,False
5516,n02129604/ILSVRC2012_val_00021043.JPEG,tiger,292,jaguar,290,False
10093,n03670208/ILSVRC2012_val_00044032.JPEG,limousine,627,jeep,609,False
8256,n02930766/ILSVRC2012_val_00003886.JPEG,cab,468,jeep,609,False
8809,n03100240/ILSVRC2012_val_00014208.JPEG,convertible,511,jeep,609,False
10055,n03670208/ILSVRC2012_val_00002920.JPEG,limousine,627,jeep,609,False
274,n01531178/ILSVRC2012_val_00025151.JPEG,goldfinch,11,junco,13,False
428,n01537544/ILSVRC2012_val_00028024.JPEG,indigo bunting,14,junco,13,False
256,n01531178/ILSVRC2012_val_00004893.JPEG,goldfinch,11,junco,13,False
427,n01537544/ILSVRC2012_val_00027811.JPEG,indigo bunting,14,junco,13,False
3066,n02066245/ILSVRC2012_val_00012511.JPEG,grey whale,147,killer whale,148,False
3061,n02066245/ILSVRC2012_val_00008684.JPEG,grey whale,147,killer whale,148,False
3210,n02077923/ILSVRC2012_val_00012176.JPEG,sea lion,150,killer whale,148,False
3165,n02074367/ILSVRC2012_val_00014550.JPEG,dugong,149,killer whale,148,False
2510,n01990800/ILSVRC2012_val_00005954.JPEG,isopod,126,king crab,121,False
2383,n01983481/ILSVRC2012_val_00035178.JPEG,American lobster,122,king crab,121,False
2388,n01983481/ILSVRC2012_val_00038154.JPEG,American lobster,122,king crab,121,False
